"features"	"surprisal"	"normSurp"	"length"	"affixLen"	"normSurpAffix"	"freq"	"log_freq"
"1"	"N;ACC;PL"	5.4980403725529	0.508646159684934	12.2144679114376	3.84052647689011	1.45480092395001	318677	12.6719333296179
"2"	"N;ACC;SG"	5.55814831429069	0.60465736911858	9.81679841897233	1.47164031620553	NA	1824503	14.4168181791434
"3"	"N;AT+ABL;PL"	4.07753081918933	0.320271382830268	13.2160865571093	4.84138001429009	0.850863126219481	20722	9.9389512168117
"4"	"N;AT+ABL;SG"	2.2338754398036	0.224499723918385	11.3352342933181	3.00836422393309	0.746181905169974	87903	11.3839892127837
"5"	"N;AT+ALL;PL"	7.71088416561949	0.625223806662009	13.2152040816327	4.84071428571429	1.60734423320352	20088	9.90787790083742
"6"	"N;AT+ALL;SG"	4.83070530087184	0.439992149375363	11.3427078384798	3.01700712589074	1.60497501147469	127411	11.7551733606221
"7"	"N;AT+ESS;PL"	4.45169740067893	0.382910687256284	13.2147959183673	4.84030612244898	0.948557226347016	18799	9.84155895591396
"8"	"N;AT+ESS;SG"	0.886990457937645	0.0867962940756051	11.3420427553444	3.01634204275534	0.295132851977271	68882	11.1401501746847
"9"	"N;DAT;PL"	6.93013719276951	0.562377770031536	13.2152040816327	4.84071428571429	1.45176400142163	54737	10.9102951765623
"10"	"N;DAT;SG"	6.43789007449891	0.637707057321937	11.3422327790974	3.01653206650831	2.13591790150319	421540	12.951669951091
"11"	"N;FRML;PL"	3.49995718963777	0.257436373363413	14.2159044507962	5.8401388321764	0.595768570310874	1645	7.40549566319947
"12"	"N;FRML;SG"	11.5601722635357	1.00720575286066	12.249606918239	4.01218553459119	2.88612014823256	112822	11.6335666344901
"13"	"N;IN+ABL;PL"	0.981481258947997	0.0862276741401432	13.2157142857143	4.84122448979592	0.197820146845151	31893	10.3701418289567
"14"	"N;IN+ABL;SG"	0.246320683665419	0.0243398236881619	11.2940617577197	2.96836104513064	0.0856130400034725	188118	12.1448247044907
"15"	"N;IN+ALL;PL"	11.6057167850426	0.874992600753743	12.2162244897959	3.84173469387755	3.02566521829825	11933	9.38706295036966
"16"	"N;IN+ALL;SG"	2.22810175513397	0.246913261286702	10.2933295324971	1.96873812238693	1.12109847683726	235367	12.3689012770653
"17"	"N;IN+ESS;PL"	4.19316235574263	0.320938075875075	13.2174578866769	4.8409392547218	0.866371201417384	155867	11.9567583584896
"18"	"N;IN+ESS;SG"	1.19991784497772	0.120640491501723	11.2941064638783	2.96787072243346	0.405730844135817	1240508	14.0310315311057
"19"	"N;INST;PL"	7.06284182805876	0.573497986209743	13.2157142857143	4.84122448979592	1.46933338607021	98994	11.5028145212195
"20"	"N;INST;SG"	3.53856347633555	0.353022512091358	11.297294517025	2.94835922230223	1.19429027597801	576398	13.2645536732889
"21"	"N;NOM;PL"	2.35717969460532	0.218530140608798	10.2186830015314	1.84216436957631	1.36939673259609	1816176	14.4122437497469
"22"	"N;NOM;SG"	2.27326116002211	0.319330184273115	8.24624931270128	0.00911161731207289	NA	14602495	16.4967029624894
"23"	"N;ON+ABL;PL"	0.376681159792753	0.0323043436269024	13.215532197163	4.84120828655985	0.0767263098087281	21064	9.95532070117615
"24"	"N;ON+ABL;SG"	0.684221116866208	0.0653825583361447	11.3429928741093	3.01729216152019	0.226600269945498	141520	11.8601963288337
"25"	"N;ON+ALL;PL"	0.129703453423325	0.0122955375452646	12.2159404020818	3.84161649147872	0.0342933393990513	48660	10.7926126163375
"26"	"N;ON+ALL;SG"	0.78747420954206	0.0878199854446073	10.3428652859586	2.0176705301159	0.388063556136797	571757	13.2564693549233
"27"	"N;ON+ESS;PL"	6.68171154455738	0.59917627698274	12.2166326530612	3.84214285714286	1.79153104467631	71326	11.1750161963129
"28"	"N;ON+ESS;SG"	3.80320654428173	0.382439931693261	10.1346322454944	1.80808572820263	1.93364674627829	1207315	14.0039094436614
